Ano;CodOrgao;SiglaPPG;NomePPG;NivelCursoPG;NrMatriculados;NrTitulados
2018;10420;PPGCI;Programa de Pós-Graduação em Engenharia Civil: Construção e Infraestrutura;Mestrado Acadêmico;71;15
2020;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Mestrado Acadêmico;43;14
2016;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Mestrado Acadêmico;50;6
2023;706;PPGCC;Programa de Pós-Graduação em Computação;Mestrado Acadêmico;225;39
2019;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Doutorado;154;30
2021;9699;PROFAGUA;Programa de Pós-Graduação em Gestão e Regulação de Recursos Hídricos;Mestrado Profissional;34;5
2016;575;PGGEO;Programa de Pós-Graduação em Geociências;Doutorado;137;23
2013;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Doutorado;39;2
2013;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Mestrado Acadêmico;30;8
2010;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Mestrado Acadêmico;33;8
2015;7999;PROFHIST;Programa de Pós-Graduação em Ensino de História;Mestrado Profissional;14;0
2010;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Mestrado Acadêmico;31;1
2018;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Mestrado Acadêmico;26;9
2010;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Mestrado Acadêmico;39;10
2017;1223;PPGIE;Programa de Pós-Graduação em Informática na Educação;Doutorado;109;26
2010;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Profissional;33;16
2019;10628;PROFQUI;Programa de Pós-Graduação do Mestrado Profissional em Química em Rede Nacional;Mestrado Profissional;31;4
2019;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Acadêmico;64;21
2012;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Mestrado Acadêmico;153;3
2023;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Mestrado Acadêmico;48;10
2021;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Doutorado;110;7
2019;1638;MPENG;Programa de Pós-Graduação em Engenharia - Mestrado Profissionalizante;Mestrado Profissional;1;0
2017;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Mestrado Acadêmico;44;13
2023;427;PPGDIR;Programa de Pós-Graduação em Direito;Doutorado;98;13
2015;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Mestrado Acadêmico;92;46
2016;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Doutorado;114;19
2019;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Doutorado;40;9
2010;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Doutorado;187;16
2021;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Doutorado;45;4
2023;435;PPGMUS;Programa de Pós-Graduação em Música;Mestrado Acadêmico;51;17
2013;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Mestrado Acadêmico;53;18
2012;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Doutorado;49;4
2020;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Doutorado;87;10
2014;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Mestrado Profissional;3;1
2015;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Mestrado Acadêmico;27;5
2013;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Doutorado;54;8
2017;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Mestrado Acadêmico;67;15
2021;2788;PPGQVS;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde;Mestrado Acadêmico;1;0
2017;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Mestrado Acadêmico;49;25
2015;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Doutorado;82;10
2020;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Doutorado;20;0
2011;5730;PPGNANO;Programa de Pós-Graduação em Nanotecnologia Farmacêutica;Doutorado;4;0
2017;10081;PPGMNPEF;Mestrado Nacional Profissional em Ensino de Física;Mestrado Profissional;16;0
2020;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Doutorado;34;2
2021;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Profissional;11;0
2020;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Mestrado Acadêmico;49;15
2018;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Mestrado Acadêmico;48;12
2022;393;PROMEC;Programa de Pós-Graduação em Engenharia Mecânica;Doutorado;91;18
2019;420;PPGC;Programa de Pós-Graduação em Medicina: Ciências Cirúrgicas;Mestrado Acadêmico;60;23
2022;427;PPGDIR;Programa de Pós-Graduação em Direito;Doutorado;84;20
2023;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Doutorado;60;3
2012;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Doutorado;103;6
2021;393;PROMEC;Programa de Pós-Graduação em Engenharia Mecânica;Mestrado Acadêmico;117;29
2015;443;PPGA;Programa de Pós-Graduação em Administração;Doutorado;110;18
2013;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Profissional;27;4
2013;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Doutorado;60;8
2015;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;120;21
2011;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Mestrado Acadêmico;81;25
2010;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Mestrado Acadêmico;37;11
2010;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Profissional;45;6
2010;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Mestrado Acadêmico;62;16
2012;637;PPGFIS;Programa de Pós-Graduação em Física;Doutorado;108;23
2016;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Mestrado Acadêmico;66;21
2010;1223;PPGIE;Programa de Pós-Graduação em Informática na Educação;Doutorado;80;12
2018;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Doutorado;77;11
2022;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Doutorado;34;3
2019;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Acadêmico;68;24
2014;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Doutorado;128;15
2018;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Doutorado;39;10
2022;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Doutorado;22;3
2014;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Doutorado;43;7
2011;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Mestrado Acadêmico;38;2
2020;1140;PPGEE;Programa de Pós-Graduação em Engenharia Elétrica;Doutorado;51;6
2019;601;PPGBOT;Programa de Pós-Graduação em Botânica;Mestrado Acadêmico;32;9
2020;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Doutorado;55;7
2010;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Doutorado;18;5
2016;444;PPGECO;Programa de Pós-Graduação em Economia;Doutorado;96;13
2021;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Mestrado Acadêmico;27;2
2020;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Doutorado;39;3
2015;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Mestrado Acadêmico;65;23
2018;6313;PPGCOL;Programa de Pós-Graduação em Saúde Coletiva;Mestrado Acadêmico;72;37
2013;393;PROMEC;Programa de Pós-Graduação em Engenharia Mecânica;Mestrado Acadêmico;102;21
2012;3151;PGDESIGN;Programa de Pós-Graduação em Design;Doutorado;13;0
2015;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Mestrado Acadêmico;91;48
2016;5730;PPGNANO;Programa de Pós-Graduação em Nanotecnologia Farmacêutica;Doutorado;5;2
2018;653;PPGEDU;Programa de Pós-Graduação em Educação;Mestrado Acadêmico;212;54
2015;5730;PPGNANO;Programa de Pós-Graduação em Nanotecnologia Farmacêutica;Doutorado;5;0
2012;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Profissional;92;22
2013;393;PROMEC;Programa de Pós-Graduação em Engenharia Mecânica;Doutorado;72;11
2017;420;PPGC;Programa de Pós-Graduação em Medicina: Ciências Cirúrgicas;Doutorado;34;5
2014;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Mestrado Acadêmico;66;24
2023;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Mestrado Acadêmico;62;16
2014;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Mestrado Acadêmico;33;8
2023;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Doutorado;1;0
2010;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Doutorado;85;11
2022;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Doutorado;95;11
2014;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Mestrado Acadêmico;20;6
2016;427;PPGDIR;Programa de Pós-Graduação em Direito;Doutorado;73;16
2012;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Acadêmico;69;25
2018;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Profissional;45;22
2013;653;PPGEDU;Programa de Pós-Graduação em Educação;Mestrado Acadêmico;237;80
2014;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Doutorado;86;12
2014;427;PPGDIR;Programa de Pós-Graduação em Direito;Doutorado;66;8
2014;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Doutorado;125;25
2014;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Mestrado Acadêmico;73;30
2016;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Mestrado Acadêmico;150;27
2023;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Profissional;4;0
2023;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Doutorado;38;6
2018;3151;PGDESIGN;Programa de Pós-Graduação em Design;Mestrado Acadêmico;67;18
2020;575;PGGEO;Programa de Pós-Graduação em Geociências;Mestrado Acadêmico;132;38
2021;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Mestrado Acadêmico;62;18
2013;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Doutorado;31;0
2017;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Mestrado Acadêmico;76;19
2010;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Mestrado Acadêmico;41;10
2019;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Doutorado;2;0
2019;478;PPGHIS;Programa de Pós-Graduação em História;Mestrado Acadêmico;90;22
2019;7999;PROFHIST;Programa de Pós-Graduação em Ensino de História;Mestrado Profissional;50;4
2017;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Mestrado Acadêmico;57;22
2011;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Doutorado;93;12
2013;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Doutorado;47;7
2015;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Doutorado;67;9
2021;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Doutorado;44;4
2016;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Mestrado Acadêmico;48;17
2016;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Mestrado Acadêmico;70;16
2022;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Acadêmico;61;10
2015;637;PPGFIS;Programa de Pós-Graduação em Física;Mestrado Acadêmico;38;15
2012;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Mestrado Acadêmico;27;5
2020;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Acadêmico;42;17
2012;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Mestrado Acadêmico;34;14
2018;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Mestrado Acadêmico;74;24
2019;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Mestrado Acadêmico;60;24
2022;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Acadêmico;59;12
2016;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Profissional;85;27
2017;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Mestrado Acadêmico;40;6
2019;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Mestrado Acadêmico;127;28
2020;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Doutorado;36;6
2014;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Profissional;57;15
2017;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Profissional;10;3
2016;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Doutorado;45;4
2010;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Mestrado Acadêmico;37;8
2017;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Doutorado;53;10
2018;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;54;15
2018;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Mestrado Acadêmico;83;24
2013;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Doutorado;70;4
2011;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Doutorado;222;18
2017;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Profissional;75;24
2015;420;PPGC;Programa de Pós-Graduação em Medicina: Ciências Cirúrgicas;Mestrado Acadêmico;73;9
2014;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Profissional;53;15
2016;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Mestrado Acadêmico;49;15
2010;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Mestrado Acadêmico;266;92
2014;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Doutorado;39;5
2011;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Acadêmico;77;17
2015;8592;PPGPP;Programa de Pós-Graduação em Políticas Públicas;Mestrado Acadêmico;12;0
2013;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;44;13
2021;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Mestrado Acadêmico;30;7
2018;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Mestrado Acadêmico;75;22
2022;1140;PPGEE;Programa de Pós-Graduação em Engenharia Elétrica;Mestrado Acadêmico;66;14
2012;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Mestrado Acadêmico;57;17
2018;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Doutorado;115;14
2013;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Mestrado Acadêmico;36;10
2022;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Mestrado Acadêmico;94;23
2010;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Doutorado;55;7
2011;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Doutorado;21;0
2017;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Doutorado;87;14
2018;1140;PPGEE;Programa de Pós-Graduação em Engenharia Elétrica;Mestrado Acadêmico;77;24
2022;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Mestrado Acadêmico;35;5
2011;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Doutorado;34;0
2023;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Doutorado;13;1
2021;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Mestrado Acadêmico;54;11
2022;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;39;14
2022;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Mestrado Acadêmico;80;19
2021;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Doutorado;36;6
2022;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Doutorado;106;22
2019;575;PGGEO;Programa de Pós-Graduação em Geociências;Doutorado;133;19
2021;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Profissional;1;0
2015;3151;PGDESIGN;Programa de Pós-Graduação em Design;Doutorado;74;1
2010;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Doutorado;34;7
2013;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Acadêmico;63;14
2023;9498;PPGCCONT;Programa de Pós-Graduação em Controladoria e Contabilidade - Mestrado Acadêmico;Mestrado Acadêmico;36;13
2023;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Mestrado Acadêmico;46;5
2014;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Mestrado Acadêmico;62;10
2021;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Mestrado Acadêmico;35;8
2019;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;51;18
2010;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Mestrado Acadêmico;32;13
2012;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Doutorado;63;7
2017;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Doutorado;61;15
2013;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Profissional;53;11
2019;637;PPGFIS;Programa de Pós-Graduação em Física;Doutorado;66;16
2021;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Mestrado Acadêmico;34;5
2020;5750;PPGENSAU;Programa de Pós-Graduação em Ensino na Saúde;Mestrado Profissional;51;16
2017;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Mestrado Acadêmico;64;16
2011;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Doutorado;44;4
2020;10628;PROFQUI;Programa de Pós-Graduação do Mestrado Profissional em Química em Rede Nacional;Mestrado Profissional;40;10
2016;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Doutorado;100;15
2012;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Profissional;1;0
2021;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Acadêmico;453;55
2014;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Doutorado;35;5
2016;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Doutorado;58;13
2020;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Mestrado Acadêmico;37;10
2010;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Doutorado;39;7
2018;427;PPGDIR;Programa de Pós-Graduação em Direito;Mestrado Acadêmico;167;59
